ছেলে কোন ধরনের মামলা চায় না,ফুয়া কোন ধরনের মামলা চায় না,,,,,,
সে বিবাহিত তাই মামলা করতে চাচ্ছে না,হে বিয়াতি তাই মামলা করতে চার না,,,,,,
এই বিষয়টা জানাজানি হলে মহিলাটির সংসার টিকবে না,এই বিষয়টা জানাজানি অইলে বেডিনতর সংসার টিকতো না,,,,,,
আমার বন্ধু মেয়েদের সাথে সারা রাত জেগে কথা বলে,আমার বন্ধু ফুড়িন্তর লগে সারা হারা রাইত জাগিয়া মাত মাতইন,,,,,,
আমার কাবিনের টাকা তোমাকে প্রতি মাসে মাসে দিতে হবে,আমার কাবিনের টেখা তোমাকে পতি মাসো মাসো দিতে অইবো,,,,,,
আমার বড় ভাই সাত মাস প্রেম করে একজনকে বিয়ে করেছে,আমার বড় ভাই সাত মাস প্রেম করিয়া একজনকে বিয়া করছে,,,,,,
আমি ক্লাসের সব ছেলেদের সাথেই মিশতাম,আমি ক্লাসের হকল ফুয়াদের সাথেই মিসতাম,,,,,,
তোমার অনেক ভুল ছিল,তোমার অনেক ভুল আছিল,,,,,,
এই তিন বছরের শিশুটির দোষ কোথায় ?,এই তিন বছরের শিশুটির দোষ কোয়াই?,,,,,,
তোমাকে বলেছিলাম বিয়েটা করে ফেলো,তোমাকে কইলাম বিয়াটা করি ফালাইতা,,,,,,
শুধু তোমার ভালোর জন্য বিয়েটা করে ফেলতে বললাম,শুধু তোমার ভালার লাগি বিয়াটা করিয়া ফালাইতা কইলাম,,,,,,
তোমার ভালোর জন্যই আমি তোমাকে ছেড়ে দূরে চলে আসছি,তোমার ভালার লাগি মুই তোমারে ছাড়িয়া দুরই চলিয়া আইসি,,,,,,
আমি আর তুমি একসাথে নেই আমি এটা মানতে পারছি না,আমি আর তুমি একলগে নাই আমি এইটা মানতে ফারছি না,,,,,,
আমার আর আপনার স্বপ্নটা যে কবে পূরণ হবে,আমার আর আফনের স্বপ্নটা যে কুনদিন পূরণ অইতো,,,,,,
তোমার পরিবার আমার বাবার সাথে কথা বলতে চায়,তোমার ফরিবারের আমার বাফর লগে মাত মাততে চায়,,,,,,
তোমার বিয়ে হবে শুনে আমরা খুব খুশি,তোমার বিয়া হবে আমরা খুব কুশি,,,,,,
আমার বোন তার বন্ধুর সাথে ঘুরতে যেতে চায়,আমার বোইনর তার বন্ধুর লগে ফাকানিত যাইতে চায়,,,,,,
আমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ,আমার বন্ধুরা হাচাও ভালা মনের মানুষ,,,,,,
আমার বন্ধুরা সবাই খুব মেধাবী,আমার বন্ধুরা হকল খুব মেধাবী,,,,,,
আমার বন্ধুদের সাথে ঘুরতে খুব ভালো লাগে,আমার বন্ধুদের লগে ফাকানিত খুব ভালা লাগে,,,,,,
তাদের পরিবারে কোন ঝগড়া হয় না,তাদের ফরিবার কোনো ঝগরা অয় না,,,,,,
আমার ভাই বোনের খুব ভালো ছবি আঁকে,আমার ভাই বোইনর খুব বালা ছবি আকইন,,,,,,
আমার গ্রামের মানুষদের মধ্যে কোন রকম ঝগড়া নেই,আমার গ্রামর মানুষদের মধ্যে কোনো রকম ঝগড়া নাই,,,,,,
আপনি খুব সুন্দর করে কথা বলেন,আফনে খুব সুন্দর করিয়া মাত মাতইন,,,,,,
তোমার সুন্দর সুন্দর ছবিগুলো দেখে খুব আনন্দ পেয়েছি,তোমার সুন্দর সু্ন্দর ছবিগুলি দেখিয়া খুব আনন্দ পাইছি,,,,,,
বিয়ের পর অনেক পাতলা মেয়ে মোটা হয়ে যায়,বিয়ার পর অনেক হোকনা ফড়ি মোটা অই যায়,,,,,,
মেয়েরা বিয়ে করার জন্য ভদ্র ছেলে খুঁজে,ফড়িন্তর বিয়া করার লাগি ভদ্র ফুয়া তোকাইন,,,,,,
আমার খুব ভয় লাগছে কোনো দিন আমি কিডন্যাপ হয়ে না যাই,আমার খুব ডর লাগের কোনদিন মুই নি কিডন্যাপ অইনি যাই,,,,,,
আজ সিঙ্গেল বলে ঘুরতে যেতে পারি না,আইজ সিঙ্গেল বলিয়া ফাকানিত যাইতে ফারি না,,,,,,
বাস্তব জীবনে বিয়ের পরই ঝগড়া শুরু হয়,বাস্তব জীবনে বিয়ার পরইঝগরা শুরু অয়,,,,,,
আজ গরিব বলে কেউ আমাকে ভালবাসে না,আইজ গরিব বলিয়া কেউ আমারে ভালাফায় না,,,,,,
"যতদিন এই পৃথিবীতে থাকব , তোমাকে মনে রাখব","যতদিন এই দুনিয়াতে থাকমো, তোমারে বিতর রাখমো",,,,,,
একমাত্র মেয়েরাই পারে সংসার গুছিয়ে রাখতে,একমাত্র ফড়িন্তরা ফারে সংসার গুঁজিতে রাকতে,,,,,,
ছেলেদের সহজ সরল মনটা নিয়ে মেয়েরা ফুটবল খেলে,ফুয়ান্তর সহজ সরল মনটা নিয়া ফুড়িন্তে ফুটবল কেলইন,,,,,,
ছেলেটি গাড়ির নিচে পরে মারা যায়,ফুয়াটা গাড়ির নিছে ফরিয়া মারা গেছে,,,,,,
একবার তোমার হাঁট ধরলে আর কোনদিনও ছাড়বনা,একবার তোমার হাত ধরলে আর কোনোদিনও ছাড়তাম না,,,,,,
তুমি ছাড়া আমার জীবনটা অন্ধকার,তুমি চাড়া আমার জীবনটা আইন্দার,,,,,,
তোমার চুল পরার এই সমস্যা নিয়ে ডাক্তারের কাছে যেতে হবে,তোমার চুল পরার এই সমস্যা নিয়া ডাক্তারের কাছে যাইতে অইবো,,,,,,
ভালো মানুষ এই পৃথিবীতে বেশি দিন বাঁচে না,ভালা মানুষ এই দুনিয়াত বেশি দিন বাচে না,,,,,,
গ্রামের বাড়ির এই মেয়েটাকে খুব ভালো লেগেছিল,গ্রামের বাড়ির এই ফুড়িটারে খুব ভালা লাগচিল,,,,,,
ছেলেটি ছুটির দিনেও কলেজে যায়,ফুয়াটা ছুটির দিনও কলেজে যায়,,,,,,
আমার বাংলা সিনেমা দেখতে ভালো লাগে,আমার বাংলা সিনেমা দেকতে ভালা লাগে,,,,,,
তোমাকে আমি ধন্যবাদ জানাতে চাই,তোমারে মুই ধন্যবাদ জানাতে চাই,,,,,,
তোমার ছোট ভাইয়ের জন্মদিন কবে?,তোমাকে ছোট ভাইয়র জন্মদিন খবে?,,,,,,
তুমি কি আমাকে একটি ছবি তুলে দিতে পারবে,তুমি কিতা আমারে একটা ছবি তুলিয়া দিতা পারবায় নি,,,,,,
তোমার সাথে আমার আম্মু কথা বলতে চায়,তোমার লহে আমার আম্মা মাত তে চায়,,,,,,
তোমার কাছে আমি একটি পরামর্শ চাই,তোমার কাছে আমি একটা পরামর্শ চাইরাম,,,,,,
আপনি কি আমাকে একটি গান গেয়ে শুনাতে পারবেন ?,আফনে কিতা আমারে একটা গান হুনাতে পারবানি?,,,,,,
তুমি কি তোমার ভুল বুঝতে পেরেছ ?,তুমি কিতা তোমার ভুল বুঝতর ফারছোনি?,,,,,,
তুমি কি আমার জন্য একটি গান লিখে দিতে পারবে?,তুমি কিতা আমার লাগি একটা গান লিখিয়া দিতা ফারবানি?,,,,,,
আমার প্রতিদিন খেলাধুলা করতে ভালো লাগে,আমার প্রতিদিন খেলাধুলা করতে ভালা লাগে,,,,,,
আমার বন্ধুরা সকাল বেলা ফুটবল খেলতে মাঠে যায়,আমার বন্ধুইন্তে সকালে ফুটবল খেলাত মাঠো যাইন,,,,,,
তোমার বয়স কত?,থোমার বয়স কত?,,,,,,
আমি অনেক বড় ভুল করে ফেলেছি,আমি বহুত বড় ভুল করছি,,,,,,
চাঁদের আলো দেখতে আমার খুব ভালো লাগে,চান্দোর আলো দেখতে আমার ভালা লাগে,,,,,,
তুমি কি সকালে উঠে চা খাবে ?,থুমি কিতা সকালে উঠিয়া চা খাইবায় নি?,,,,,,
আপনি একটু এইদিকে আসতে পারবেন ?,আফনে থুরা ওদিকে আইতা ফারবা নি?,,,,,,
তোর পরিক্ষা কবে ?,থোর ফরিক্ষা কোন সময়ে?,,,,,,
আমাকে বিকালে খেলার মাঠে যেতে হবে,আমার বিকালে খেলার মাঠো যাইতে অইবো,,,,,,
কিছু মানুষ অনেক স্বার্থপর হয়,থুরা মানুষ বহুত স্বাথপর অইন,,,,,,
আমি একজন ভালো মানুষ হতে চাই,মুই একটা ভালা মানুষ অইতাম চাই,,,,,,
আমার পরিবার তোমাকে কোনদিনও মেনে নেবে না,আমার গুষ্টি -এ থোমারে মানতা না,,,,,,
আপনাকে ছাড়া আমার বান্ধুবি ভালো নেই,আপ্নারে ছাড়া আমার বান্ধবী ভালা নায়,,,,,,
মেয়েটির রাগ অনেক বেশী,ফুরি ইগুর চ্যাত বেশি,,,,,,
আপনি কি চান আমি এখান থেকে চলে যাই ?,আফনে চাইন নি আমি ইন তাকি যাই গি?,,,,,,
আপনি কি এই বিয়েতে রাজি হয়েছেন ?,আফনে এই বিয়াত রাজি নি?,,,,,,
আমার আব্বুর মাথা গরম থাকে,আমার আব্বার মাথা গরম থাকে,,,,,,
আমার বড় ভাই একজন বদমেজাজি লোক,আমার বড় ভাই এইন রাগি মানুষ,,,,,,
যেই মেয়ে বেশী কথা বলে তাকে আমার পছন্দ না,যে ফুড়িয়ে বেশি মাতে ইগুরে আমার ফছন্দ না,,,,,,
ছেলেটি অনেক বেশী কথা বলো,ফুয়া ইগুয়ে বেশি মাতে,,,,,,
আপনি আজ সকালে চা খান নাই,আফনে আজকে চা খাওছইন নি?,,,,,,
আজ সকালে আমি এবং আমার বন্ধুরা ফুটবল খেলতে মাঠে গিয়েছি,আজকে সকালে আমি আর আমার বন্ধুইন্তে ফুটবল খেলাত গেসলাম মাঠো,,,,,,
আমি আমার আম্মুর সব কথা খুবই মনোযোগ দিয়ে শুনি,আমি আমার আম্মার হক্কল কথা ধুন দরিয়া হুনি,,,,,,
আমার বান্ধুবির একটি ছোট বিড়াল আছে,আমার বান্ধুবির ছোট এখটা বিলাই আছে,,,,,,
লোকটি তার বউয়ের গায়ে হাত তুলে,বেটায় তার বউর গাত হাত তুলছে,,,,,,
তোমার কি লোক দেখানো শেষ?,তোমার কিতা মানুষ দেখানি শেষ নি?,,,,,,
আমার বউ আমাকে কোনদিনও খোঁচা মেরে কথা বলেনি,আমার বউয়ে আমারে কোনদিন খুছাইয়া মাতছে না,,,,,,
তুমি একজন ভালো মেয়ে মানুষ,তুমি একটা ভালা ফুড়ি,,,,,,
তোমাকে জোর করে বিয়ে দেয়া হয়েছিল,তোমারে জোড় করিয়া বিয়া দেওয়া অইছিল,,,,,,
তিনি দুইবেলা ভাত খেতে পারেন না,তাইন দুই বেলা ভাত খাইতা ফারইন না,,,,,,
তোমার পাশে থাকলে আমি কল্পনার চেয়েও বেশি সুখী থাকি,তুমি খান্দাত থাকলে স্বপ্নের থাকি বেশি সুখি থাকি,,,,,,
আম্মু আজকে খাবারে লবণ কম দিয়েছে,আম্মোয়ে খানিত লবণ কম দিছইন,,,,,,
আমার আম্মু সব সময় বেশ হাসি খুশি থাকে,আমার আম্মু সবসময় ফুরতিত থাকইন,,,,,,
তোমার জন্য এত কিছু করেও কোন লাভ হলো না,তোমার লাগি অতোতা করিয়া লাভ নাই,,,,,,
আপনি আমাকে আর কত অবাক করবেন?,আফনে আমারে আর কত অবাক করতা?,,,,,,
আপনি একটু কম চাপাবাজি করেন,আফনে একটু কম ছাপা মারওক্কা,,,,,,
আজকে আমার ছোট বোন রান্না করেছে,আজকে আমা ছোট বইনে রান্দিছে,,,,,,
খাবারে লবণ একটু বেশী হয়ে গেসে,খানিত লবণ বহুত বেশি অইগেছে,,,,,,
খাবারে লবণ কম হলে আরো ভালো লাগতো,খানিত লবণ কম অইলে ভালা অইতো,,,,,,
আজকে আমি বাহিরে যাবোই,আজকে আমি বাইরে যাইমো,,,,,,
আপনি একা একা বাহিরে ঘুরতে যান,আফনে এখলা এখলা বাইরে ঘুরায় যাইন,,,,,,
আমি খুব জোস মেকআপ করি,আমি খুব ভালা সাজাই,,,,,,
তুমি একদমই না বুঝে বেশী কথা বলো,তুমি ফুরা না বুজিয়া মাতো,,,,,,
"আপনাকে কিছু বলা লাগে না , আপনি এমনিতেই আমার মনের কথা বুঝে যান","আফনারে কুন্তা কওয়া লাগে না, আফনে এমনই আমার হক্কলতা বুজুইন",,,,,,
তোমার চোখ থাকে অন্য মেয়েদের দিকে,তোমার চোখ থাকে অন্য ফুরিন্তর বায়,,,,,,
তোমার বিবাহিত জীবন সুখের হোক,তোমার বিয়ার জীবন সুখর অইক,,,,,,
আমাদের বাসার দারওয়ান রাতে মদ খায়,তোমার চকিদারে রাত্রে মদ খায়,,,,,,
আমার স্বামী রাতে বন্ধুদের সাথে আড্ডা দেয়,আমার জামাইয়ে রাত্রে বন্ধুইন্তর লগে আড্ডা মারইন,,,,,,
আমি আর আমার আব্বু বিয়ে বাড়িতে যাচ্ছি,আমি আর আম্মু বিয়া বাড়িত যাইয়ার,,,,,,
তুমি আমার কাছে ধরা পড়ার পরেও পরকীয়া করার কথা স্বীকার করছ না,তুমি আমার কাছে দরা পড়িয়াও অন্য ফুরির পিছে পরকীয়াত সিকার কররায় না,,,,,,
একটা বিবাহিত মহিলা রাস্তা দিয়ে হেতে যাচ্ছে,এখটা বিয়াতি বেটি রাস্তা বায় হাটিয়া যার,,,,,,
আমার আম্মু আমার পড়াশোনার খরচ দিতে চায় না,আমার আম্মায় আমার পড়ার খরচ দিতা চাইরা না,,,,,,
আমার মা অনেক কষ্ট করে আমাদের বড় করেছেন,আমার আম্মু এ আমরারে বহুত কষ্ট করিয়া বড় করছইন,,,,,,
তোমার ছোট ভাই আগে নেশায় আসক্ত ছিল,তোমার ছুট ভাই ইগুয়ে আগে নেশা করতো,,,,,,
ছেলেটি সারাদিন বাহিরে বাহিরে থাকে,বেটা ইগু আস্তাদিন বাইরে বাইরে থাকে,,,,,,
আমার ফুফু চাচারাও আমাকে অনেক ভালবাসে,আমার ফুফু চাচায় আমারে বহুত ভালা ফাইন,,,,,,
আমার আম্মু আগের তুলনায় এখন অনেক ভালো আছেন,আমার আম্মু আগের তাকি বহুত ভাকা আছইন,,,,,,
আমি আর আমার ছোট বোন আজকে খালামুনির বাসায় ঘুরতে যাবো,আমি আর আমার ছুট বইন আজকে খালাম্মার বাসাত ঘুরাত যাইরাম,,,,,,
আমার বড় বোন এতো সকালে ঘুম থেকে উঠতে পারে না,আমার বড় বইন অতো সখাল ঘুম তাকি উত্তে পারে না,,,,,,
আমার বড় বোন প্রচন্ড অলস একটা কাজ সময়মতো করতে পারে না,আমার বড় বইন অতো অলস এখটা কাম করতে পারে না,,,,,,
আপনার সাথে আমার একটা জরুরি কথা আছে,আফনার লগে দরখারি খতা আছে,,,,,,
সকালে তাড়াতাড়ি উঠে বাহিরে একটু হেঁটে আসা খুব উপকারী,সকালে একটু তাড়াতাড়ি উঠিয়া বাইরে হাটা খুব দরখারী,,,,,,
তুমি কি আমটি খেয়েছিলে ?,তুমি কিতা আম খাইছলায় নি?,,,,,,
বাগানের মধ্যে গিয়ে আমার ছোট ভাই দৌড়াল,বাগানোর মাঝখানো আমার ছুট ভাইয়ে দৌড়ার,,,,,,
আপনি ফুটবল খেলায় হেরে গেলেন,আফনে ফুটবল খেলাত আরি গেসইন,,,,,,
তুমি ক্রিকেট খেলায় জিতলে,তুমি ক্রিকেট খেলাত জিতছো,,,,,,
তুই এখান থেকে যা,তুই ইন তাকি যা,,,,,,
আপনি আমাকে দয়া করে বিশ্বাস করেন,আফনে আমারে দয়া করিয়া বিশ্বাস করওক্কা,,,,,,
ছোট শিশুটি অসুস্থ হয়ে পরেছে,ছুট বাইচ্চা অসুখ অইগেসে,,,,,,
তুমি কি আমার জন্য অপেক্ষা করতে পারবে ?,তুমি কিতা আমার লাগি বার চাইতায় ফারবায়,,,,,,
তুমি আমার কাছে ক্ষমা চাও,তুমি আমার কাছে মাফ চাও,,,,,,
আমি বিকালে একটু ঘুমিয়ে নিলাম,আমি বিকালে ঘুমাই গেছলাম,,,,,,
আমার আব্বু বড় ভাইয়ের উপর রেগে গেছিলেন,আমার আব্বুয়ে বড় ভাইয়র উফরে রাগ করছইন,,,,,,
তোমার কথা শুনে আমি খুব অবাক হয়ে গেছিলাম,তোমার কথা হুনিয়া খুব অবাক অইছলাম,,,,,,
তোমার কি মাথা ব্যাথা করছে ?,তোমার কিতা মাথাত বেদনা করের নি?,,,,,,
আমার হাত খরচের টাকা আমার আব্বু দেয়,আমার হাত খরচ আমার আব্বুয়ে দেইন,,,,,,
আমার বোন ইদানীং অনেক খারাপ আচরন করে,আমার বইনে ইদানীং খারাফ আচরণ করের,,,,,,
আমি যেই ছেলেকে পছন্দ করি সে আমার পরিবারের কাউকে সম্মান করেনা,আমি যে ফুয়ারে ভালা ফাই ইগুয়ে আমার ফেমিলিরে সম্মান দেয় না,,,,,,
মেয়েটি তাকে বিয়ে করবে না বলে দিয়েছে,ফুরি ইগুয়এ বিয়া করতো না কই দিছে,,,,,,
বাড়ি থেকে বিয়ের জন্য আমার জন্য মেয়ে দেখা শুরু করলো,বাড়িত আমার বিয়ার লাগি ফুরি দেখা অর,,,,,,
আমার বিয়ে তোমার ছোট বোনের সাথে ঠিক হয়েছে,আমার বিয়া তোমার ছুট বইনর লগে ঠিক অইছে,,,,,,
ছেলেটি আরও দুই বছর পরে বিয়ে করতে চায়,ফুয়া ইগুয়ে দুই বছর পরে বিয়া করতো চায়,,,,,,
বাবা আমাদের সমস্ত সম্পত্তি বিক্রি করে আমাদের নিয়ে গ্রামের বাড়িতে চলে আসছে,আব্বুয়ে হক্কলতা বেছিয়া গ্রামোর বাড়িত লইয়া আচ্চুইন,,,,,,
আমি সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমার আম্মু এরকম কিছু করে নাই,আমি হক্কলরে বুজাইয়া হেরান যে আম্মুয়ে কোন্তা করছইন না,,,,,,
তাদের পারিবারিক ভাবেই বিয়ে হয়েছে,তারার ফেমিলিগত ভাবে বিয়া অইছে,,,,,,
তাদের প্রেম করে বিয়ে হয়েছিল,তারার ফ্রেম করিয়া বিয়া অইছিল,,,,,,
আমার শাশুড়ি অনেক ভালো রান্না করে,আমার শাশুড়ী এ বহুত ভালা রান্দইন,,,,,,
বাবা অশিক্ষিত একটা ছেলের সাথে আমার বিয়ে দিতে চেয়েছিল,আব্বুয়ে বখলম ফুয়ার লগে বিয়া দিতা চাইছলা,,,,,,
আব্বু মান সন্মানের ভয়ে মামলা করেননি,আব্বুয়ে সম্মানোর লাগি মামলা করছইন না,,,,,,
ছেলেটি চাচার ভয়ে তার বাবাকে সত্যি কথা বলতে পারেনি,ফুয়ায় চাচার লাগি তার বাফরে সত্য কথা কইতে পারছে না,,,,,,
আমি তখন খুব ছোট যখন আমার মা মারা গিয়েছিল,আমি যখন খুব ছোট আসলাম যখন আমার আম্মু মরছিলা,,,,,,
গ্রামের থেকে আসা ছেলেটি এখন ঢাকায় পড়াশুনা করছে,গ্রাম থাকি আওয়া ফুয়া ইগু এখন ঢাকাত পড়ে,,,,,,
আমার সাথে তার পরিচয় হয়েছে স্কুলে গিয়ে,আমার লগে তার ফরিচয় অইছে তার ইস্কলো গিয়া,,,,,,
আমাকে দয়া করে পরামর্শ দিন আমি এখন কি করতে পারি,আমারে দয়া খরিয়া ফয়সালা দেওক্কা আমি কিতা করতে পারি,,,,,,
আমার বাহিরে ঘুরতে যাওয়ার কোন ইচ্ছা ছিল না,আমার বাইরে ঘুরার কোন ইচ্চা আসিল না,,,,,,
ছেলেটা সিগারেট পর্যন্ত খায় না,ফুয়া ইগু সিগারেট খায় না,,,,,,
প্রথমদিকে আপনাকে আমি এত ভালোবাসতাম না,ফতম দিকে আফনারে আমি ভালা ফাইতাম না,,,,,,
ছেলেটি সপ্তাহখানেক আগে আমাদের সাথে দেখা করেছে,ফুয়া ইগুর ৭ দিন আগে দেখা অইছিল,,,,,,
ওই মেয়েকে যেভাবেই হোক খুঁজে বের করতে হবে,অউ ফুরি ইগুরে যেলা অউক তুকাইয়া বার করতে অইবো,,,,,,
ছেলেটির ঘটনা শুনে আমরা তাকে সাহায্য করি,ফুয়া ইগুর হক্কলতা হুনিয়া আমার তারে সাহায্য করছি,,,,,,
ছেলেটি তার পরিবারসহ ঈদের আগের দিন আমাদের সাথে দেখা করতে আসে,ফুয়া ইগুয়ে তার ফেমিলিসহ ঈদের আগের দিন আমরার লগে দেখা করাত আইছিল,,,,,,
মেয়েটি বাংলাদেশে এসে তার পছন্দের ছেলের সাথে বিয়ে ঠিক করেছে,ফুড়িটা বাংলাদেশো আইয়া তার ফছন্দর ফুয়ার লগে বিয়া ঠিক করছইন,,,,,,
আমাদের এলাকায় কেরোসিন তেলের দাম বেড়ে গেছে,আমাদের এলাকায় কেরোসিন তেলের দাম বাড়ি গেছে,,,,,,
আমার প্রতিদিন পেয়ারা খেতে খুব ভালো লাগে,আমার প্রতিদিন সফরি খাইতে খুব ভালা লাগে,,,,,,
পেয়ারা আমার প্রিয় ফল,সফরি আমার প্রিয় ফল,,,,,,
আমার আব্বু প্রতিদিন নারিকেল পানি পান করে,আমার আব্বু প্রতিদিন নাইকলের ফানি ফান করইন,,,,,,
আমার দাদার বাড়ীর পিছনে একটি পেয়ারা গাছ আছে,আমার দাদার বাড়ীর ফিছনে একটা সফরি গাছ আছে,,,,,,
আম্মু রান্নাঘরে বসে মোরগের মাংস রান্না করছে,আম্মা রান্নাঘরো বইয়া মোরগির মাংস রান্না কররা,,,,,,
গ্রামের মানুষরা মাটির পাতিলে রান্না করে,গ্রামের মানুষরা মাটির ফাতিলো রান্দা করইন,,,,,,
আমার ছোট ভাই শিমের তরকারী দিয়ে ভাত খেতে খুব ভালবাসে,আমার ছোট ভাই উরি তরকারি দিয়া ভাত খাইতে ভালাফায়,,,,,,
এই শিশুটি পাকা পেঁপে খাচ্ছে,এই শিশুটা পাকা কইফল খাইরা,,,,,,
আব্বু গ্রাম থেকে আসার সময় অনেক বড় বড় জাম্বুরা কিনে এনেছে,আব্বা গেরাম থাকি আওয়ার সময় বহুত বড় বড় জাম্বুরা কিনিয়া আনছইন,,,,,,
আমার আম্মু জামরুল খাচ্ছে,আমার আম্মা জামির খাইরা,,,,,,
আমার ছোট ভাই বিকালে ছাদে উঠে পাশের বাসার ছাদের কবুতর দেখে,আমার ছোট ভাই বিকালে ছাদে পাশের বাসার ছাদের কবুতর দেখইন,,,,,,
আমাদের গ্রামের বাড়িতে অনেক গুলা মুরগির বাচ্চা আছে,আমাদের গেরামের বাড়িতে বহুত মুরগির বাচ্চা আছে,,,,,,
শিশুটি একটি মুরগির বাচ্চা কলে নিয়েছে,শিশুটা একটা মুরগীর বাচ্চা কোলো নিছইন,,,,,,
আমার ছোট বোন খুবই বোকা,আমার ছোট বোইন খুবই বোকা,,,,,,
গ্রামের বারি গিয়ে আমি একা একা সাঁতার কেটেছি,গেরামের বারি গিয়া মুই একা একা হাতার কেটেছি,,,,,,
"আমার আব্বু , আম্মু , ভাই, বোন ড্রয়িংরুমে বসে আছে","আমার আব্বা, আম্মা, ভাই, বোন ড্রয়িংরুমে বইয়া আছে",,,,,,
আমাদের ঘরের স্টোররুমটি অনেক বড়,আমাদের ঘরের স্টোররুমটা বহুত বড়,,,,,,
শিশুটি একটি বিড়াল ছানাকে আদর করছে,শিশুটা একটা বিড়াল ছানাকে আদর করছে,,,,,,
লাকড়ির চুলায় রান্না করা খাবার খুব মজা,লাকড়ির চুলায় রান্না করা খাবার বহুত মজা,,,,,,
আমার বড় ভাই বেগুন তরকারির ঝোল দিয়ে দুপুরে ভাত খেয়েছে,আমার বড় ভাই বেগুন তরকারির ঝোল দিয়া দুপুরে ভাত খাইছে,,,,,,
আমার আব্বু লাউ দিয়ে চিংড়ি মাছের ঝোল খুব পছন্দ করে,আমার আব্বা লাউ দিয়া ইচা মাছর ঝোল কুব ফছন্দ করুইন,,,,,,
আমার শীতের দিনে গোসল করতে ভালো লাগে না,আমার শীতর দিনে গোসল করতে ভালা লাগে না,,,,,,
আমার বোন গ্রামের বাড়ীতে গিয়ে পুকুরে গোসল করে,আমার বোন গেরামের বাড়ীতে গিয়া ফুসকনিতে গোসল করইন,,,,,,
আমার আম্মু বলে যে তেঁতুল খেলে আমার বুদ্ধি কমে যাবে,আমার আম্মা কইরা যে তেতুল খাইয়া আমার বুদ্ধি কমি যাইবো,,,,,,
আমার আব্বু বাজার থেকে আমাদের জন্য তেঁতুল কিনে এনেছে,আমার আব্বা বাজার থাকি আমাদের লাগি তেতুল কিনিয়া আনছইন,,,,,,
আমার গ্রামের বাড়ীর উঠান অনেক বড়,আমার গেরামের বাড়ীর উঠান অনেক বড়,,,,,,
এই শিশুটি গ্রামের বাড়ীর উঠানে খেলছে,এই শিশুটা গেরামের বাড়ীর উঠানো খেলরা,,,,,,
ছোট বাচ্চাটি অনেক অসুস্থ,ছোট বাচ্চাটা বহুত অসুক,,,,,,
একটি আহত শিশুটি রাস্তায় দাঁড়িয়ে কাঁদছে,একটা আহত শিশুটা রাস্তায় দাড়িনিত কান্দের,,,,,,
আমার ছোট বোনকে আজকে সকালে হাসপাতালে নেয়া হয়েছে,আমার ছোট বোইনকে আইজকে সকালে হাসপাতালে নেওয়া হয়েছে,,,,,,
আব্বু বলেছে বৃষ্টি হলে বারান্দার গাছে পানি দেওয়ার প্রয়োজন নাই,আব্বা বলেছে বৃষ্টি অইলে বারান্দাত গাছে ফানি দেওয়ার প্রয়োজন নাই,,,,,,
আমার আম্মু বৃষ্টি হলেও বারান্দার গাছে পানি দেয়,আমার আম্মা বৃষ্টি অইলেও বারান্দাত গাছো ফানি দিছইন,,,,,,
আব্বু বলেছে গাছে অতিরিক্ত পানি দিলে গাছ মারা যায়,আব্বা কইছইন গাছো অতিরিক্ত ফানি দিলে গাছ মরি যাইবো,,,,,,
গতকাল বিকালে আমাদের এখানে অনেক বৃষ্টি হয়েছে,গতকাইল বিকালে আমাদের এখানে বহুত বৃষ্টি অইছে,,,,,,
আমার আম্মু আজক শশার তরকারি রান্না করেছে,আমার আম্মা আইজ কে শশার তরকারি রান্দা করছইন,,,,,,
গরমের দিনে লবণ দিয়ে শশা খেতে খুব ভালো লাগে,গরমের দিনো নোন দিয়া শশা খাইতে যে ভালা লাগে,,,,,,
শশা খেতে অনেক সুস্বাদু,শশা খাইতে বহুত সুস্বাদু,,,,,,
আব্বু আজকে সকালে বাজার থেকে টমেটো কিনে এনেছে,আব্বা আইজকে বিয়ানে বাজার থাকি টমেটো কিনিয়া আনছইন,,,,,,
দিন দিন টমেটোর দাম বেড়ে চলছে,দিন দিন টমেটোর দাম বাড়িয়া চলছে,,,,,,
আমার সরিষার তেল দিয়ে মাছ ভাজা খেতে খুব ভালো লাগে,আমার সরিষার তেল দিয়া মাছ ভাজা খাইতে খুব ভালা লাগে,,,,,,
আমার দাদা চুলে সরিষার তেল দেয়,আমার দাদা চুলো সরিষার তেল দেইন,,,,,,
আমার নানা বলেছে সরিষার তেল চুল পড়া কমায়,আমার নানা কইছইন সরিষার তেল চুল ফড়া কমায়,,,,,,
এক কৃষক বাজারে টমেটো বিক্রি করে,এক কৃষক বাজারে টমেটো বেছইন,,,,,,
আমার আব্বু গায়ে সরিষার তেল মালিশ করে,আমার আব্বা গতরো সরিষার তেল মালিশ করইন,,,,,,
দিন দিন আমি খুব অসুস্থ হয়ে যাচ্ছি,দিন দিন মুই খুব অসুস্থ অই যাইরাম,,,,,,
যেখানে সেখানে থুথু ফেলা একদম নিষেধ,যেখানে সেখানে সেব ফালালি একবারে নিষেদ,,,,,,
